Load,PV_rel
0.35961914,0
0.3798828,0
0.45996094,0
0.40377372,0
0.62649972,0
0.84960938,0
0.56030272,0
0.43969728,0.004010171
0.4453125,0.027160012
0.49487304,0.057345925
0.75024414,0.086396515
1.65014648,0.099879069
0.5,0.088691522
0.5246582,0.062798392
0.59472658,0.028958011
0.72558592,0.003435201
0.859375,0
0.91992188,0
0.80566406,0
1.23950196,0
1.63500976,0
1.84521484,0
1.29516602,0
1.25463868,0
0.40014648,0
0.40039062,0
0.43969728,0
0.3798828,0
0.58496094,0
1.01538086,0
0.43969726,0
0.44018556,0.006563426
0.47973632,0.035852775
0.41992188,0.063558522
0.58007812,0.102008407
0.41992188,0.132847251
0.4802246,0.1400295
0.54003906,0.114224078
0.48461914,0.058154781
0.595459,0.009228752
1.17529296,0
1.39453126,0
1.26464842,0
1.1501465,0
0.7956543,0
0.5048828,0
0.43481446,0
0.32006836,0
0.45996094,0
0.35961914,0
0.38061522,0
0.45996094,0
0.63964844,0
0.68481446,0
0.63549804,0
0.54516602,0.011933059
0.61914062,0.06873325
0.58007812,0.143031037
1.02539064,0.211345241
1.1953125,0.252333763
0.6796875,0.248581842
0.70507812,0.194291052
0.97973632,0.10242258
1.13549806,0.016756958
1.86450194,0
1.05541992,0
2.13012696,0
1.359375,0
1.27026368,0
0.94042968,0
0.92480468,0
0.5300293,0
0.41503906,0
0.40942384,0
0.43530274,0
0.4031808,0
0.72206334,0
0.65502928,0
0.60473634,0
0.73510742,0.019319958
0.45996094,0.080754016
0.44458008,0.13253053
0.5205078,0.154199094
0.76464844,0.149501883
1.02050782,0.142680208
0.62963866,0.122341871
0.50512696,0.072436445
0.62011718,0.013979561
1.01953126,0
0.74511718,0
0.8701172,0
0.63964844,0
0.625,0
0.5751953,0
0.41992188,0
0.44018554,0
0.5,0
0.40039064,0
0.45996092,0
0.4650879,0
0.57495118,0
0.64477538,0
1.57495118,0
1.23486328,0.006441611
0.89038086,0.025259689
1.1496582,0.050689919
0.96533202,0.079643057
0.54492188,0.09212185
0.81958008,0.08854047
0.60058594,0.068104681
0.69921874,0.032047255
0.98535158,0.005569411
1.2001953,0
1.20019532,0
1.1796875,0
1.41992188,0
1.02179826,0
1.05827986,0
0.65014648,0
0.50512696,0
0.43945312,0
0.45507812,0
0.46484376,0
0.48046874,0
0.68481446,0
0.8552246,0
0.41992188,0
0.45483398,0.012493411
0.54003906,0.07313323
0.5,0.149501883
0.42504884,0.208450902
0.61499024,0.223214955
0.45996092,0.20284251
0.55981446,0.14461464
0.52539062,0.058276596
0.7697754,0.007347919
1.29492188,0
0.75463866,0
0.7854004,0
1.06542968,0
1.39453126,0
2.0048828,0
1.28979492,0
2.1652832,0
0.73510744,0
0.39526366,0
0.43457032,0
0.4453125,0
0.7001953,0
0.6447754,0
0.59472656,0
0.62011718,0.006831421
0.54003908,0.043877989
0.52026366,0.096955494
0.44458008,0.152951701
0.58007812,0.167813208
0.82519532,0.154613267
1.46972656,0.118122178
0.66503906,0.058949019
0.98535156,0.01089519
2.21484376,0
0.97949218,0
1.0654297,0
1.36035156,0
1.96508788,0
0.94482422,0
1.41992188,0
0.59985352,0
0.44018554,0
0.37988282,0
0.54003906,0
0.41992188,0
0.64477538,0
1.02193778,0
1.83328684,0
0.58007812,0.017327054
0.74023438,0.098573206
0.44458006,0.190675565
0.54003908,0.233189219
0.57495116,0.248187159
0.5246582,0.228214268
0.53515626,0.1660347
0.81054688,0.07877573
1.13476562,0.012663953
0.76489258,0
1.36010742,0
1,0
1.13989258,0
1.32983398,0
1.26049804,0
0.66430664,0
1.4951172,0
0.38574218,0
0.39453126,0
0.48535156,0
0.41479492,0
0.67016602,0
0.78979492,0
0.51977538,0
0.48022462,0.008834069
0.5,0.040973904
0.60473632,0.07116469
1.06542968,0.090177672
0.90991212,0.086747345
0.48461914,0.076431997
0.55541992,0.061521765
0.5246582,0.039380556
0.61035156,0.009847575
1.35473634,0
1,0
1.19995116,0
1.1748047,0
1.72558594,0
1.08007812,0
1.97460938,0
0.43041992,0
0.44458008,0
0.41992186,0
0.36010742,0
0.47973634,0
0.60546874,0
0.70019532,0
0.5349121,0
0.5197754,0.037855425
0.40014648,0.176696003
0.5,0.326119924
0.44970704,0.428903078
1.7097168,0.468093602
0.68554686,0.43946693
0.86450196,0.347262245
1.44067382,0.191996046
1.51928712,0.039263613
1.05541992,0
0.70019532,0
1.9699707,0
1.5349121,0
2.4650879,0
1.16967772,0
0.55541994,0
0.43969726,0
0.44018554,0
0.37988282,0
0.47973632,0
0.37988282,0
0.70507812,0
0.55541992,0
0.55981446,0
0.54003906,0.046557933
0.5,0.207695644
0.50488282,0.386730508
0.58007812,0.499073752
0.5595703,0.527013385
0.53515626,0.48546451
0.54492188,0.38254005
0.63549804,0.215789075
0.58007812,0.045758822
2.48999024,0
1.20483398,0
1.28979492,0
1.08496094,0
1.21484376,0
0.53515624,0
0.46484376,0
0.49511718,0
0.40014648,0
0.40039064,0
0.41992186,0
0.37988282,0
0.58007812,0
0.37988282,0
0.58007812,0
0.44458008,0.049003991
0.51538086,0.201829004
0.59985352,0.359419445
0.5,0.455000858
2.3251953,0.476235758
0.61499024,0.417622951
1.3996582,0.300796892
0.92993164,0.145837669
0.88476562,0.028792341
1.60058594,0
2.32495118,0
0.88476562,0
1.25976562,0
1.02539064,0
1.29492186,0
0.53515626,0
1.37988282,0
0.41992186,0
0.37988282,0
0.37988282,0
0.42065428,0
0.56919644,0
0.7152274,0
0.44042968,0
0.45996094,0.042382093
0.45483398,0.143995816
0.38012696,0.236185883
0.53979492,0.284614904
0.42016602,0.280249032
0.48535156,0.244240333
0.45483398,0.172992808
0.5246582,0.087473365
0.40991212,0.018423396
0.38500976,0
0.50488282,0
0.63549804,0
1.4897461,0
1.58007812,0
2.19995118,0
1.01464842,0
0.41503908,0
0.42065428,0
0.45996094,0
0.39453126,0
0.46508788,0
0.5,0
1.625,0
0.75488282,0
0.76049804,0.014759182
0.44458008,0.062549888
0.41992188,0.117298704
1.77514648,0.150145069
1.54516602,0.165074793
0.625,0.156630534
0.97460938,0.131107724
1.06542968,0.078668532
0.91503906,0.020411426
0.8544922,0
0.98535156,0
0.9453125,0
1.13964844,0
1.13989256,0
1.9001465,0
1.00976562,0
1.52026368,0
0.33984374,0
0.48046876,0
0.31958006,0
0.46484376,0
0.48046874,0
0.82934572,0
0.6052246,0
0.48535156,0.013930835
0.45483398,0.067748979
0.41992188,0.157648912
0.48461914,0.227590573
0.37573242,0.251213059
0.6694336,0.243538674
0.84057618,0.202540407
0.95996092,0.118736128
1.33496094,0.030629321
0.8293457,0
1.13061524,0
0.98461914,0
0.95996094,0
1.74023438,0
1.1003418,0
2.09960936,0
0.5498047,0
0.44018554,0
0.42016602,0
0.37988282,0
0.44018554,0
0.54003906,0
0.66015626,0
0.66430664,0
0.48046874,0.012698061
0.54003906,0.058773604
1.72485352,0.105453352
1.3100586,0.147645413
0.45996094,0.178167536
0.5,0.179643942
0.55004882,0.153049154
1.08007812,0.092194939
1.85961914,0.027043069
1.18041992,0
2.08007814,0
0.95996092,0
1.0498047,0
0.60449218,0
0.4951172,0
0.42065428,0
0.39965822,0
0.40014648,0
0.3996582,0
0.40014648,0
0.40039062,0
1.38500978,0
0.93945312,0
0.74023438,0
0.7548828,0.022082737
0.58496094,0.077581936
1.52050782,0.135278691
0.84985352,0.17520498
1.26513672,0.188361068
1.16430664,0.177553586
0.53515624,0.140580107
1.54492188,0.077192126
1.00512694,0.021444423
0.81469728,0
0.78076172,0
0.74438476,0
1.14038086,0
1.15527344,0
1.09960938,0
0.71484374,0
0.50488282,0
0.45507812,0
0.44018554,0
0.36035156,0
0.5,0
0.55957032,0
0.59985352,0
0.40014648,0
0.63989258,0.015904248
0.37988282,0.059031853
0.38061522,0.101272639
0.56469728,0.135473595
0.88500976,0.143981199
1.59545898,0.117824948
0.6796875,0.080690671
1.66015626,0.038932274
0.83471678,0.010451781
1.02978516,0
1.16015626,0
0.91479492,0
0.72070312,0
1.234375,0
0.61499024,0
1.70507812,0
0.40039062,0
0.43969728,0
0.45996092,0
0.56030274,0
0.3996582,0
0.5,0
0.58496094,0
0.6550293,0
1.48046876,0.022155827
0.5048828,0.082181695
1.03930664,0.159325095
0.43554688,0.244308549
0.6796875,0.311506922
0.56030274,0.327498877
0.74023436,0.283041046
0.58422852,0.175063674
0.39038086,0.052273522
1.98510742,0.00163233
1.93994142,0
1.4448242,0
1.71044922,0
2.1147461,0
1.49975586,0
0.69018554,0
0.37988282,0
0.54003906,0
0.37988282,0
0.45996094,0
0.44018554,0
0.6447754,0
0.98046874,0
0.45483398,0
0.4650879,0.025561791
0.5349121,0.077411395
0.41992188,0.119876322
0.54003906,0.149024366
0.42016602,0.1634181
1.06958008,0.14784519
1.09545898,0.11755208
1.00488282,0.076602539
2.4050293,0.025196344
2.54467772,0.000920927
1.46533204,0
1.26489258,0
1.3251953,0
1.99487306,0
0.97460936,0
1.640625,0
0.51953126,0
0.48046874,0
0.59472658,0
0.4453125,0
0.62011718,0
0.5,0
0.83984374,0
0.5546875,0
0.58007814,0.022092482
0.56030272,0.070964912
0.5,0.122585502
2.40966798,0.156226106
1.9753418,0.163330393
0.81469726,0.145740217
1.54467774,0.121796137
1.20532226,0.072373101
0.94995118,0.020971779
1.92993164,0
1.14038086,0
0.89453124,0
1.28027344,0
0.78027344,0
0.69433594,0
0.5,0
0.36035156,0
0.52026366,0
0.34497072,0
0.45483398,0
0.42504882,0
0.53491212,0
0.74023436,0
1.59960938,0
0.6447754,0.018667027
1.4753418,0.062428073
0.60473632,0.114779557
1.36987304,0.157025216
1.36523438,0.155568301
1.10473632,0.126371532
0.4951172,0.085261194
1.98535156,0.043775664
0.51464844,0.012995291
0.68554688,0
0.904541,0
1.32006836,0
1.32543946,0
1.35449218,0
1.1550293,0
0.6201172,0
0.41503906,0
0.40014648,0
0.44458008,0
0.43530274,0
0.36450194,0
0.78027344,0
0.63549804,0
0.45996094,0
0.59960938,0.012737042
0.42016602,0.048419275
0.54492188,0.083146475
0.49511718,0.123014293
0.4802246,0.151869979
0.45996094,0.144215085
0.61938478,0.111290757
0.5,0.058724877
0.625,0.01676183
1.18554686,0
0.8544922,0
0.78027344,0
1.98046874,0
1.08422852,0
1.8305664,0
0.41992188,0
0.41992188,0
0.42504882,0
0.43457032,0
0.36035156,0
0.56030274,0
0.47973632,0
0.6796875,0
0.52026368,0.001768763
0.51977538,0.039063835
0.33984376,0.1135614
0.54003906,0.182635734
1.09008788,0.231522781
1.02026368,0.246311199
0.81030274,0.233184347
2.06469726,0.193350636
0.8798828,0.110491647
2.05004884,0.034308153
1.62963866,0.001325354
0.9453125,0
1.63989258,0
1.1201172,0
1.27514648,0
0.87988282,0
0.90039062,0
0.45483398,0
0.41992188,0
0.3798828,0
0.5197754,0
0.38476562,0
0.70019532,0
0.66015624,0
0.595459,0
1.1796875,0.008902286
0.85961914,0.034693091
0.42578124,0.063616993
0.49487304,0.089271364
0.6694336,0.10441061
0.8305664,0.105609276
0.43969728,0.091322739
0.52026366,0.062169824
0.37988282,0.025824913
0.44458008,0.002100101
0.41992188,0
0.5751953,0
0.52539062,0
0.57495118,0
0.45996094,0
0.62011718,0
0.72485352,0
1.20019532,0
0.69433594,0
0.44042968,0
0.36523438,0
0.57495116,0
0.38500978,0
0.49487304,0.001013506
0.51977538,0.023885608
0.55493164,0.071978418
1.09057618,0.123837767
0.78930664,0.167067696
1.67504882,0.188521865
1.85546876,0.181149583
0.87451172,0.155894767
0.42480468,0.108221003
0.60058594,0.041227281
0.6550293,0.002411949
0.74438476,0
0.640625,0
1.0246582,0
1.1003418,0
1.11523438,0
0.67456054,0
0.45996094,0
0.5,0
0.40039064,0
0.3798828,0
0.5246582,0
0.61499024,0
0.62524414,0
0.5546875,0.003547271
0.40014648,0.070808988
0.48461914,0.201980055
0.4753418,0.322377748
0.73486328,0.395739992
2.27026368,0.410996181
0.67480468,0.37823265
1.14038086,0.305625664
0.6796875,0.195967236
1.54003906,0.074054156
2.4453125,0.004551032
0.92016602,0
0.81445312,0
0.66503906,0
0.4753418,0
0.41992188,0
0.37988282,0
0.43969726,0
0.3203125,0
0.46484374,0
0.39526368,0
0.41992188,0
0.47973632,0
0.6201172,0
0.4453125,0.002143955
0.63476562,0.03068292
0.55981444,0.082839499
1.4001465,0.133061646
0.63964844,0.180238402
0.52026366,0.197984502
0.74536134,0.183259429
0.77929686,0.138518986
1,0.075949608
0.9650879,0.024635992
0.83569336,0.001495896
1.41992188,0
0.71972656,0
1.04492186,0
1.86035158,0
1.24438476,0
1.76538086,0
0.3798828,0
0.45996094,0
0.36010742,0
0.36523438,0
0.45507812,0
0.58422852,0
0.66015626,0
0.5751953,0.002782269
0.5,0.045968345
0.45996094,0.13080562
0.40014648,0.220642209
0.37988282,0.28728023
0.48046876,0.318523502
0.31958006,0.295159264
0.46484376,0.227688025
0.39526368,0.135994966
0.42504882,0.048979627
0.875,0.003654469
0.6496582,0
1.08007812,0
1.30541992,0
1.26000978,0
1.30932616,0
0.9453125,0
0.8503418,0
0.38500976,0
0.39453126,0
0.44018554,0
0.3400879,0
1.54492188,0
0.93530272,0
0.61938478,0.005355015
0.42065428,0.067407896
0.37988282,0.167004352
0.3996582,0.253829659
0.66992188,0.305274834
0.99511718,0.314328172
0.61499024,0.266069693
0.31542968,0.189408682
0.97485352,0.10379666
0.65014648,0.033470062
1.67431642,0.002202426
1.11523436,0
1.01538086,0
1.01953126,0
1.19042968,0
1.25,0
0.7998047,0
0.45507812,0
0.33984374,0
0.48022462,0
0.33984374,0
0.43969728,0
0.4255371,0
1.33007812,0
1.48950196,0.002231662
0.66015626,0.041807124
0.59960936,0.120251514
0.48999024,0.187610684
0.4650879,0.249561239
0.5,0.280351357
0.46069336,0.271069006
0.3996582,0.228282486
0.41479492,0.144950851
0.48535156,0.055528436
0.54003906,0.00478979
0.5246582,0
0.66015626,0
0.60473632,0
0.8305664,0
0.7697754,0
1.17993164,0
0.77001954,0
0.3798828,0
0.4404297,0
0.35961914,0
0.45996092,0
0.4001465,0
0.47973632,0
0.67504882,0.0060518
0.98510744,0.079043724
0.83007812,0.190095722
1.0300293,0.287382555
0.39453124,0.338325851
0.5900879,0.318323724
0.4753418,0.252884369
0.35961914,0.177845943
0.42065428,0.101750157
0.47973634,0.034113248
0.77514648,0.002611727
2.92993164,0
0.87475586,0
0.54003906,0
0.6447754,0
0.45507812,0
0.4753418,0
0.625,0
0.47973632,0
0.32006836,0
0.47973634,0
0.36035156,0
0.46484374,0
0.40991212,0
0.51000976,0.002411949
1.08496094,0.034084012
1.81542968,0.091161943
0.59960938,0.148629683
1.53515624,0.186904153
0.7800293,0.192463818
0.90039064,0.178196772
0.3798828,0.147932898
0.76489258,0.09115707
1.72021484,0.034605383
2.79931642,0.003318258
1.25024414,0
1.2548828,0
1.09545898,0
1.10473634,0
1.08007812,0
0.74975586,0
0.40014648,0
0.45996094,0
0.3400879,0
0.42480468,0
0.44042968,0
0.5,0
0.61499024,0
1.1447754,0.0047703
0.43530272,0.057852677
1.5,0.145896141
0.47973634,0.230041503
0.3798828,0.286895292
0.4001465,0.299685933
0.41992186,0.27452857
0.62524414,0.225008081
0.83984376,0.146977863
1.06469726,0.060118448
1.54492188,0.006592661
2.15527344,0
3.06030274,0
2.33984374,0
1.01464844,0
0.77514648,0
0.4404297,0
0.33984374,0
0.45996094,0
0.41503906,0
0.38476562,0
0.40039064,0
0.54418944,0
1.4753418,0
0.70532226,0.006787566
0.6496582,0.074175972
1.44506836,0.188097946
0.52026368,0.286817331
2.19506836,0.35369411
1.40966796,0.372478079
0.87988282,0.334710363
1.39526368,0.261201941
0.45971678,0.154579159
1.74560548,0.056420126
1.2239467,0.005900749
0.87566268,0
0.7001953,0
0.79467774,0
0.72485352,0
1.05541992,0
0.56469726,0
1.31518556,0
0.3996582,0
0.4206543,0
0.43969726,0
0.33984374,0
0.5703125,0
0.96972656,0
0.41992188,0.001568985
0.40014648,0.016615651
0.45996094,0.05111871
0.3400879,0.098553715
0.40014648,0.147898789
0.43969726,0.171462804
0.4001465,0.160684558
0.33984374,0.114842901
0.5197754,0.066798818
0.38061522,0.02470421
0.83959962,0.002772523
1.0294015,0
1.02089146,0
1.3449707,0
1.5,0
1.35522462,0
0.9296875,0
0.4802246,0
0.37988282,0
0.37988282,0
0.3996582,0
0.65039062,0
0.74023438,0
0.74975586,0
0.50512694,0.008249354
0.47460938,0.067656399
0.37988282,0.162999055
1.05541992,0.228462773
0.58496094,0.262624747
1.15478514,0.267862819
0.6254883,0.242958832
0.5595703,0.206492106
0.40039062,0.145798688
0.66430664,0.070614083
0.56054688,0.011353216
0.51953126,0
0.60058594,0
0.62011718,0
0.45483398,0
0.44458008,0
0.51538086,0
0.33984376,0
0.41992186,0
0.41992188,0
0.36035156,0
0.42504884,0
0.47460936,0
0.55004884,0
0.72998046,0.019797475
0.4404297,0.116061057
0.47973632,0.242447206
0.48535156,0.364428503
0.63452148,0.44659558
0.8400879,0.46528697
0.5048828,0.423577299
2.07495118,0.340231047
0.58007812,0.236185883
1.48461914,0.107811702
0.7607422,0.01470071
0.62011718,0
0.77929688,0
0.8203125,0
0.63964844,0
0.69067382,0
1.37988282,0
1.29467772,0
1.21997072,0
1.23999022,0
1.24023438,0
1.1447754,0
1.4453125,0
2.045166,0
2.11499024,0.020255503
3.1447754,0.117678768
2.03955078,0.251359238
1.15063476,0.381307276
2.01953124,0.469189942
1.45996094,0.499546397
1.82495118,0.471830906
0.50488282,0.392850525
0.47534178,0.284039934
0.66528322,0.139941792
1.09960936,0.019451519
1.7751465,0
2.17529296,0
1.0895996,0
1.50512696,0
1.13964844,0
2.0102539,0
0.50512696,0
0.51464844,0
0.36035156,0
0.4802246,0
0.43969728,0
0.41992186,0
0.4248047,0
0.49511718,0.016898264
0.5354004,0.092575004
0.50463866,0.188560846
0.4453125,0.267828711
0.49487306,0.311102494
0.35961914,0.323737211
0.765625,0.300743293
0.8293457,0.247022602
0.58544922,0.162623863
0.81982422,0.069966024
1.14013672,0.010461526
0.71020508,0
1.93969726,0
1.23999024,0
2.05981444,0
1.04003906,0
0.89526368,0
0.90014648,0
0.85961914,0
0.8203125,0
0.3544922,0
0.46069336,0
0.51953124,0
0.54003906,0
1.30004884,0.008702508
0.6845703,0.057896531
0.53515626,0.127882045
1.68554686,0.183220448
1.09472658,0.218269241
0.88476562,0.242476443
0.8203125,0.245414635
1.0246582,0.217421404
1.75561524,0.158706272
1.38476562,0.078117925
1.28515624,0.014754308
1.19458008,0
0.9001465,0
1.30493164,0
1.51489256,0
1.80029298,0
1.55004882,0
1.37963868,0
0.3203125,0
0.41992188,0
0.41992186,0
0.4453125,0
0.39453126,0
0.56030274,0
0.3996582,0.007230976
0.41992188,0.048063574
0.40039062,0.109351452
0.5,0.185837048
0.36010742,0.261304266
0.54516602,0.324487595
0.63476562,0.351087255
0.53979492,0.316472126
1.17993164,0.218098699
1.86523438,0.102105859
0.74023438,0.016601034
0.65502928,0
0.58935548,0
1.58496094,0
1.45996094,0
2.03515624,0
1.06030274,0
2.16015624,0
1.13964844,0
1.11523438,0
0.41992188,0
0.41503906,0
0.4802246,0
0.59960938,0
0.40039062,0.026039308
0.4650879,0.127160897
0.47460938,0.259954549
0.44018554,0.384640151
0.40454102,0.461057531
0.60058594,0.487978784
0.37475586,0.473643521
0.41992186,0.405782472
1.40039064,0.283445474
1.10961914,0.134104388
2.57983398,0.022989045
1.59008788,0
1.0949707,0
1.43994142,0
1.34033202,0
1.23510742,0
1.03515626,0
0.69433594,0
0.40014648,0
0.5,0
0.40039062,0
0.42504884,0
0.57495116,0
1.2998047,0
0.44458008,0.017858171
1.49511718,0.083687336
0.41992188,0.164850652
0.36035156,0.23285788
0.40014648,0.266206127
0.5,0.276170645
0.42504882,0.263842903
0.41479494,0.230538511
0.5,0.166570688
0.3996582,0.08618212
0.40527344,0.018174891
0.79980468,0
0.86523438,0
1.404541,0
1.5645508,0
1.47060546,0
1.3203125,0
